Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_2_1,Area,Weight,is_pareto
stencil3d_4727.c,xcu200-fsgd2104-2-e,3.33,0.10895094,47,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,pipeline_1,pipeline,pipeline_1,unroll,1.0,1.0,True
stencil3d_4728.c,xcu200-fsgd2104-2-e,3.33,0.07401924,326,1,36,9,13,pipeline,pipeline,unroll_8,pipeline,unroll_8,unroll,pipeline_1,pipeline_1,unroll,14.75,0.5312245875986121,False
stencil3d_4729.c,xcu200-fsgd2104-2-e,3.33,0.09448542,76,1,1,1,2,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline,pipeline_1,unroll,1.25,0.9990238439788394,False
stencil3d_4730.c,xcu200-fsgd2104-2-e,3.33,0.07771887,380,1,36,9,13,pipeline,pipeline,unroll_8,pipeline,unroll_8,unroll_8,unroll_2,pipeline_1,unroll,14.75,0.5206984972535549,False
stencil3d_4731.c,xcu200-fsgd2104-2-e,3.33,0.07419573,322,1,36,9,13,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_4,pipeline_1,unroll,pipeline,14.75,0.5307287812420374,False
stencil3d_4732.c,xcu200-fsgd2104-2-e,3.33,0.07419573,316,1,36,9,13,pipeline_1,pipeline,pipeline,pipeline,pipeline,unroll_4,unroll_2,pipeline_1,pipeline,14.75,0.5307287812420374,False
stencil3d_4733.c,xcu200-fsgd2104-2-e,3.33,0.07401258,1276,1,62,14,25,pipeline_1,pipeline,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll,unroll,25.5,0.2766122841693972,False
stencil3d_4734.c,xcu200-fsgd2104-2-e,3.33,0.07401258,1280,1,62,14,25,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,unroll,pipeline,unroll,unroll,25.5,0.2766122841693972,False
stencil3d_4735.c,xcu200-fsgd2104-2-e,3.33,0.07753905,1331,1,63,15,26,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_4,unroll_2,unroll,unroll,26.25,0.25024551087242275,False
stencil3d_4736.c,xcu200-fsgd2104-2-e,3.33,0.11627361,42,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,unroll,pipeline,pipeline_1,unroll_2,1.0,0.8602615116904015,False
stencil3d_4737.c,xcu200-fsgd2104-2-e,3.33,0.11644677,46,1,1,1,1,pipeline,pipeline,pipeline,unroll_2,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll,1.0,0.8586878025708862,False
stencil3d_4738.c,xcu200-fsgd2104-2-e,3.33,0.1091241,53,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,pipeline,pipeline_1,unroll_2,pipeline_1,unroll,1.0,0.9265908128258681,False
stencil3d_4739.c,xcu200-fsgd2104-2-e,3.33,0.09431226,73,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_8,unroll_8,unroll_4,pipeline,pipeline_1,unroll,1.25,1.0,True
stencil3d_4740.c,xcu200-fsgd2104-2-e,3.33,0.11265057,52,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_4,1.0,0.8935476690998636,False
stencil3d_4741.c,xcu200-fsgd2104-2-e,3.33,0.10895094,47,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll,1.0,1.0,True
stencil3d_4742.c,xcu200-fsgd2104-2-e,3.33,0.09431226,74,1,1,1,2,pipeline,pipeline,unroll_8,unroll_8,unroll_8,unroll,pipeline_1,pipeline_1,pipeline,1.25,1.0,True
stencil3d_4743.c,xcu200-fsgd2104-2-e,3.33,0.1091241,55,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,unroll,pipeline_1,pipeline_1,unroll_4,1.0,0.9265908128258681,False
stencil3d_4744.c,xcu200-fsgd2104-2-e,3.33,0.18307674,151,1,1,1,5,pipeline_1,pipeline,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll,pipeline,2.0,0.3718613893241802,False
stencil3d_4745.c,xcu200-fsgd2104-2-e,3.33,0.11627361,41,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll,1.0,0.8602615116904015,False
stencil3d_4746.c,xcu200-fsgd2104-2-e,3.33,0.10895094,49,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll,pipeline_1,pipeline_1,unroll,1.0,1.0,True
stencil3d_4747.c,xcu200-fsgd2104-2-e,3.33,0.20839473,37,1,1,1,1,pipeline,pipeline,pipeline,unroll_4,unroll_8,unroll_8,unroll_2,unroll_2,pipeline,1.0,0.2527016987554709,False
stencil3d_4748.c,xcu200-fsgd2104-2-e,3.33,0.10895094,47,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_2,pipeline,pipeline_1,unroll_4,1.0,1.0,True
stencil3d_4749.c,xcu200-fsgd2104-2-e,3.33,0.07401924,332,1,36,9,13,pipeline_1,pipeline,unroll_8,pipeline,unroll_8,pipeline_1,pipeline,pipeline_1,unroll_4,14.75,0.5312245875986121,False
stencil3d_4750.c,xcu200-fsgd2104-2-e,3.33,0.07419573,380,1,36,9,13,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,pipeline_1,pipeline,pipeline_1,unroll,14.75,0.5307287812420374,False
stencil3d_4751.c,xcu200-fsgd2104-2-e,3.33,0.07421571,410,1,36,9,14,pipeline_1,pipeline,unroll_8,pipeline,pipeline,unroll_4,unroll,pipeline_1,unroll,15.0,0.5238401618392438,False
stencil3d_4752.c,xcu200-fsgd2104-2-e,3.33,0.24507135,410,1,1,1,3,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_8,pipeline,unroll,unroll_4,1.5,0.1395925057326733,False
stencil3d_4753.c,xcu200-fsgd2104-2-e,3.33,0.10895094,49,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll,1.0,1.0,True
stencil3d_4754.c,xcu200-fsgd2104-2-e,3.33,0.1091241,53,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,pipeline,unroll_4,pipeline,pipeline_1,pipeline,1.0,0.9265908128258681,False
stencil3d_4755.c,xcu200-fsgd2104-2-e,3.33,0.09586737,67,1,1,1,2,pipeline_1,unroll_8,pipeline,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll,1.25,0.9912523495124315,False
stencil3d_4756.c,xcu200-fsgd2104-2-e,3.33,0.10712277,57,1,3,1,2,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_8,pipeline,unroll_2,unroll,1.75,0.9072080746581284,False
stencil3d_4757.c,xcu200-fsgd2104-2-e,3.33,0.07401924,385,1,36,9,13,pipeline,pipeline,unroll_8,pipeline,unroll_8,unroll,pipeline_1,unroll_4,unroll,14.75,0.5312245875986121,False
stencil3d_4758.c,xcu200-fsgd2104-2-e,3.33,0.1091241,48,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll_4,1.0,0.9265908128258681,False
stencil3d_4759.c,xcu200-fsgd2104-2-e,3.33,0.07386606,490,1,35,8,14,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,unroll_4,pipeline_1,unroll,unroll,14.5,1.0,True
stencil3d_4760.c,xcu200-fsgd2104-2-e,3.33,0.07421571,427,1,36,9,14,pipeline,pipeline_1,unroll_8,pipeline,pipeline,unroll,unroll,unroll,unroll_2,15.0,0.5238401618392438,False
stencil3d_4761.c,xcu200-fsgd2104-2-e,3.33,0.1091241,48,1,1,1,1,pipeline_1,pipeline_1,pipeline,unroll_4,unroll_8,unroll_4,pipeline,pipeline_1,pipeline,1.0,0.9265908128258681,False
stencil3d_4762.c,xcu200-fsgd2104-2-e,3.33,0.09431226,77,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_8,unroll_4,unroll,pipeline_1,pipeline_1,unroll,1.25,1.0,True
stencil3d_4763.c,xcu200-fsgd2104-2-e,3.33,0.07411914,416,1,17,4,8,pipeline_1,pipeline,unroll_8,pipeline,unroll_8,pipeline_1,pipeline_1,unroll,unroll,7.5,1.0,True
stencil3d_4764.c,xcu200-fsgd2104-2-e,3.33,0.07429563,355,1,17,4,8,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_4,pipeline_1,unroll,unroll,7.5,0.7489485950239547,False
stencil3d_4765.c,xcu200-fsgd2104-2-e,3.33,0.11636019,43,1,1,1,1,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline,unroll,pipeline,pipeline_1,unroll,1.0,0.8594744598206089,False
stencil3d_4766.c,xcu200-fsgd2104-2-e,3.33,0.07419573,325,1,36,9,13,pipeline_1,pipeline,pipeline,pipeline,pipeline,unroll_2,pipeline_1,pipeline_1,unroll,14.75,0.5307287812420374,False
stencil3d_4767.c,xcu200-fsgd2104-2-e,3.33,0.1091241,54,1,1,1,1,pipeline_1,pipeline,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll,pipeline_1,pipeline,1.0,0.9265908128258681,False
stencil3d_4768.c,xcu200-fsgd2104-2-e,3.33,0.19509471,96,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,unroll_8,pipeline_1,unroll,pipeline,1.25,0.31183135446308746,False
stencil3d_4769.c,xcu200-fsgd2104-2-e,3.33,0.07411914,343,1,17,4,8,pipeline_1,pipeline,unroll_8,pipeline,unroll_8,unroll,pipeline,unroll,unroll,7.5,1.0,True
stencil3d_4770.c,xcu200-fsgd2104-2-e,3.33,0.07403922,391,1,36,9,14,pipeline,unroll_8,unroll_8,pipeline,unroll_8,unroll,pipeline_1,pipeline_1,unroll,15.0,0.5243340053723687,False
stencil3d_4771.c,xcu200-fsgd2104-2-e,3.33,0.07429563,342,1,17,4,8,pipeline,pipeline,pipeline,pipeline,unroll_8,pipeline_1,unroll_2,unroll,unroll,7.5,0.7489485950239547,False
stencil3d_4772.c,xcu200-fsgd2104-2-e,3.33,0.07427898,1381,1,65,15,26,pipeline_1,pipeline,unroll_4,unroll_4,unroll_8,unroll,pipeline_1,unroll,unroll,26.75,0.23494159897032416,False
stencil3d_4773.c,xcu200-fsgd2104-2-e,3.33,0.07407585,1294,1,59,14,25,pipeline,pipeline,unroll_4,unroll_4,pipeline,pipeline_1,unroll,unroll,unroll,24.75,0.2990298591177636,False
stencil3d_4774.c,xcu200-fsgd2104-2-e,3.33,0.22971006,38,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,unroll_8,pipeline,unroll_2,unroll_4,1.0,0.17806430583626887,False
stencil3d_4775.c,xcu200-fsgd2104-2-e,3.33,0.11627361,44,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,pipeline,unroll,pipeline_1,pipeline_1,unroll,1.0,0.8602615116904015,False
stencil3d_4776.c,xcu200-fsgd2104-2-e,3.33,0.10895094,47,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,pipeline,pipeline_1,pipeline,pipeline_1,unroll_4,1.0,1.0,True
stencil3d_4777.c,xcu200-fsgd2104-2-e,3.33,0.10083906,52,1,2,1,1,pipeline,pipeline,unroll_8,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_2,unroll,1.25,0.9635726952060971,False
stencil3d_4778.c,xcu200-fsgd2104-2-e,3.33,0.1091241,52,1,1,1,1,pipeline_1,pipeline,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline,pipeline_1,unroll,1.0,0.9265908128258681,False
stencil3d_4779.c,xcu200-fsgd2104-2-e,3.33,0.10895094,52,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_8,pipeline,pipeline_1,unroll,1.0,1.0,True
stencil3d_4780.c,xcu200-fsgd2104-2-e,3.33,0.09431226,69,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_8,unroll_8,unroll_4,pipeline,pipeline_1,unroll_2,1.25,1.0,True
stencil3d_4781.c,xcu200-fsgd2104-2-e,3.33,0.09431226,69,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_8,unroll_8,unroll,pipeline_1,pipeline_1,pipeline,1.25,1.0,True
stencil3d_4782.c,xcu200-fsgd2104-2-e,3.33,0.11636019,45,1,1,1,1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_8,unroll,pipeline,pipeline_1,unroll,1.0,0.8594744598206089,False
stencil3d_4783.c,xcu200-fsgd2104-2-e,3.33,0.11627361,40,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline,pipeline,unroll,1.0,0.8602615116904015,False
stencil3d_4784.c,xcu200-fsgd2104-2-e,3.33,0.09431226,73,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_8,pipeline,unroll_2,pipeline_1,pipeline_1,unroll_4,1.25,1.0,True
stencil3d_4785.c,xcu200-fsgd2104-2-e,3.33,0.11627361,42,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,unroll,pipeline,pipeline_1,unroll,1.0,0.8602615116904015,False
stencil3d_4786.c,xcu200-fsgd2104-2-e,3.33,0.11627361,42,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,pipeline_1,unroll,pipeline_1,pipeline_1,unroll,1.0,0.8602615116904015,False
stencil3d_4787.c,xcu200-fsgd2104-2-e,3.33,0.10816173,244,1,14,3,8,pipeline_1,pipeline,unroll_8,unroll_8,pipeline,unroll_4,pipeline_1,unroll_4,unroll,6.5,0.6725033366378128,False
stencil3d_4788.c,xcu200-fsgd2104-2-e,3.33,0.10895094,56,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll,pipeline_1,pipeline_1,unroll_4,1.0,1.0,True
stencil3d_4789.c,xcu200-fsgd2104-2-e,3.33,0.10895094,53,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_4,1.0,1.0,True
stencil3d_4790.c,xcu200-fsgd2104-2-e,3.33,0.07401924,379,1,36,9,13,pipeline_1,pipeline,unroll_8,pipeline,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll,14.75,0.5312245875986121,False
stencil3d_4791.c,xcu200-fsgd2104-2-e,3.33,0.07419573,378,1,36,9,13,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,unroll,pipeline,pipeline_1,unroll,14.75,0.5307287812420374,False
stencil3d_4792.c,xcu200-fsgd2104-2-e,3.33,0.07401924,333,1,36,9,13,pipeline_1,pipeline,unroll_8,pipeline,unroll_8,unroll_2,pipeline,pipeline_1,unroll_4,14.75,0.5312245875986121,False
stencil3d_4793.c,xcu200-fsgd2104-2-e,3.33,0.10712277,99,1,3,1,3,pipeline,pipeline,unroll_8,unroll_8,unroll_8,unroll_8,pipeline,unroll_2,unroll,2.0,0.8942993700336138,False
stencil3d_4794.c,xcu200-fsgd2104-2-e,3.33,0.07420572,412,1,17,4,8,pipeline_1,unroll_2,unroll_8,pipeline,unroll_8,unroll,pipeline,unroll,unroll,7.5,0.7491613333669188,False
stencil3d_4795.c,xcu200-fsgd2104-2-e,3.33,0.07401924,333,1,36,9,13,pipeline_1,pipeline,unroll_8,pipeline,unroll_8,pipeline_1,pipeline,pipeline_1,unroll,14.75,0.5312245875986121,False
stencil3d_4796.c,xcu200-fsgd2104-2-e,3.33,0.11627361,44,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline,1.0,0.8602615116904015,False
stencil3d_4797.c,xcu200-fsgd2104-2-e,3.33,0.11627361,44,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,unroll,pipeline_1,pipeline_1,unroll_2,1.0,0.8602615116904015,False
stencil3d_4798.c,xcu200-fsgd2104-2-e,3.33,0.09431226,68,1,1,1,2,pipeline,pipeline,unroll_8,unroll_8,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline,1.25,1.0,True
stencil3d_4799.c,xcu200-fsgd2104-2-e,3.33,0.11627361,41,1,1,1,1,pipeline,pipeline,unroll_8,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll,1.0,0.8602615116904015,False
stencil3d_4800.c,xcu200-fsgd2104-2-e,3.33,0.07419573,383,1,36,9,13,pipeline,pipeline,pipeline_1,pipeline,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,14.75,0.5307287812420374,False
stencil3d_4801.c,xcu200-fsgd2104-2-e,3.33,0.07478181,417,1,17,4,8,pipeline_1,pipeline,unroll_2,pipeline,unroll_8,unroll,pipeline,unroll,unroll,7.5,0.7477894757283269,False
stencil3d_4802.c,xcu200-fsgd2104-2-e,3.33,0.07419573,337,1,36,9,13,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,pipeline_1,pipeline,pipeline,unroll_4,14.75,0.5307287812420374,False
stencil3d_4803.c,xcu200-fsgd2104-2-e,3.33,0.11627361,42,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,pipeline,unroll,pipeline,pipeline_1,unroll,1.0,0.8602615116904015,False
stencil3d_4804.c,xcu200-fsgd2104-2-e,3.33,0.25032609,91,1,1,1,1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_8,unroll,pipeline,unroll,unroll_2,1.0,0.12947436764337827,False
stencil3d_4805.c,xcu200-fsgd2104-2-e,3.33,0.10092564,58,1,2,1,1,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline,unroll,pipeline,unroll_2,unroll,1.25,0.9630945331425811,False
stencil3d_4806.c,xcu200-fsgd2104-2-e,3.33,0.0743056199999999,583,1,36,8,15,pipeline_1,pipeline,unroll_4,unroll_2,unroll_8,unroll_4,pipeline,unroll,unroll,15.0,0.5235883444057499,False
stencil3d_4807.c,xcu200-fsgd2104-2-e,3.33,0.07386606,563,1,35,8,14,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,unroll,pipeline_1,unroll,unroll,14.5,1.0,True
stencil3d_4808.c,xcu200-fsgd2104-2-e,3.33,0.07419573,375,1,36,9,13,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,unroll_8,pipeline,unroll,unroll_2,14.75,0.5307287812420374,False
stencil3d_4809.c,xcu200-fsgd2104-2-e,3.33,0.07383942,1429,1,60,14,25,pipeline_1,pipeline,unroll_8,unroll_4,pipeline,pipeline_1,pipeline_1,unroll,unroll,25.0,1.0,True
stencil3d_4810.c,xcu200-fsgd2104-2-e,3.33,0.07383942,1431,1,60,14,25,pipeline,pipeline,unroll_8,unroll_4,unroll_8,unroll_4,pipeline_1,unroll,unroll,25.0,1.0,True
stencil3d_4811.c,xcu200-fsgd2104-2-e,3.33,0.07383942,1464,1,60,14,25,pipeline_1,pipeline,unroll_8,unroll_4,pipeline,unroll,pipeline_1,unroll,unroll,25.0,1.0,True
stencil3d_4812.c,xcu200-fsgd2104-2-e,3.33,0.07401258,1401,1,62,14,25,pipeline,pipeline,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll,unroll,25.5,0.2766122841693972,False
stencil3d_4813.c,xcu200-fsgd2104-2-e,3.33,0.07383942,1420,1,60,14,25,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll,pipeline_1,unroll,unroll,25.0,1.0,True
stencil3d_4814.c,xcu200-fsgd2104-2-e,3.33,0.11627361,39,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,unroll,pipeline_1,pipeline_1,pipeline,1.0,0.8602615116904015,False
stencil3d_4815.c,xcu200-fsgd2104-2-e,3.33,0.11627361,39,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,pipeline,unroll_2,pipeline_1,pipeline_1,unroll_4,1.0,0.8602615116904015,False
stencil3d_4816.c,xcu200-fsgd2104-2-e,3.33,0.11960694,42,1,1,1,1,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline,unroll_2,pipeline,pipeline_1,unroll,1.0,0.8302461990639427,False
stencil3d_4817.c,xcu200-fsgd2104-2-e,3.33,0.11627361,45,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,unroll,pipeline_1,pipeline_1,unroll,1.0,0.8602615116904015,False
stencil3d_4818.c,xcu200-fsgd2104-2-e,3.33,0.10895094,48,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll,1.0,1.0,True
stencil3d_4819.c,xcu200-fsgd2104-2-e,3.33,0.11627361,44,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,1.0,0.8602615116904015,False
stencil3d_4820.c,xcu200-fsgd2104-2-e,3.33,0.10895094,50,1,1,1,1,pipeline,pipeline,unroll_8,unroll_4,unroll_8,unroll,pipeline_1,pipeline_1,unroll,1.0,1.0,True
stencil3d_4821.c,xcu200-fsgd2104-2-e,3.33,0.10083906,47,1,2,1,1,pipeline_1,pipeline,unroll_8,unroll_2,pipeline_1,unroll_8,pipeline,unroll_2,unroll,1.25,0.9635726952060971,False
stencil3d_4822.c,xcu200-fsgd2104-2-e,3.33,0.10895094,57,1,1,1,1,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll,pipeline,pipeline_1,unroll,1.0,1.0,True
stencil3d_4823.c,xcu200-fsgd2104-2-e,3.33,0.11627361,45,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline,pipeline_1,unroll,1.0,0.8602615116904015,False
stencil3d_4824.c,xcu200-fsgd2104-2-e,3.33,0.09431226,76,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_8,unroll_8,unroll,pipeline_1,pipeline_1,unroll,1.25,1.0,True
stencil3d_4825.c,xcu200-fsgd2104-2-e,3.33,0.09431226,76,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_8,unroll_8,unroll_8,pipeline,pipeline_1,pipeline,1.25,1.0,True
stencil3d_4826.c,xcu200-fsgd2104-2-e,3.33,0.07401924,380,1,36,9,13,pipeline,pipeline,unroll_8,pipeline,unroll_8,unroll,pipeline,pipeline_1,unroll,14.75,0.5312245875986121,False
stencil3d_4827.c,xcu200-fsgd2104-2-e,3.33,0.15852798,397,1,1,3,9,pipeline,pipeline,unroll_8,unroll_8,unroll_8,unroll_4,pipeline_1,unroll,pipeline,3.5,0.5022714460729276,False
stencil3d_4828.c,xcu200-fsgd2104-2-e,3.33,0.07411914,327,1,19,4,10,pipeline_1,pipeline,unroll_8,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll,8.5,0.7175406733798636,False
stencil3d_4829.c,xcu200-fsgd2104-2-e,3.33,0.07401924,374,1,36,9,13,pipeline_1,pipeline,unroll_8,pipeline,pipeline,unroll,pipeline_1,pipeline_1,unroll_4,14.75,0.5312245875986121,False
stencil3d_4830.c,xcu200-fsgd2104-2-e,3.33,0.24507135,427,1,1,1,3,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll,pipeline_1,unroll,unroll_4,1.5,0.1395925057326733,False
stencil3d_4831.c,xcu200-fsgd2104-2-e,3.33,0.25904403,427,1,1,1,3,pipeline_1,pipeline,unroll_8,unroll_8,unroll_8,unroll_4,pipeline,unroll,unroll_2,1.5,0.11587235326190123,False
stencil3d_4832.c,xcu200-fsgd2104-2-e,3.33,0.10083906,53,1,2,1,1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline,unroll_2,unroll,1.25,0.9635726952060971,False
stencil3d_4833.c,xcu200-fsgd2104-2-e,3.33,0.10895094,48,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,pipeline,pipeline_1,pipeline,pipeline,unroll_4,1.0,1.0,True
stencil3d_4834.c,xcu200-fsgd2104-2-e,3.33,0.11627361,40,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,unroll_8,pipeline,pipeline,unroll,1.0,0.8602615116904015,False
stencil3d_4835.c,xcu200-fsgd2104-2-e,3.33,0.09431226,75,1,1,1,2,pipeline,pipeline_1,unroll_8,unroll_8,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline,1.25,1.0,True
stencil3d_4836.c,xcu200-fsgd2104-2-e,3.33,0.11627361,46,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll,1.0,0.8602615116904015,False
stencil3d_4837.c,xcu200-fsgd2104-2-e,3.33,0.10895094,48,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,pipeline,unroll,pipeline,pipeline_1,unroll_4,1.0,1.0,True
stencil3d_4838.c,xcu200-fsgd2104-2-e,3.33,0.10895094,46,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_2,pipeline,pipeline_1,unroll,1.0,1.0,True
stencil3d_4839.c,xcu200-fsgd2104-2-e,3.33,0.09431226,78,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_8,pipeline,unroll,pipeline,pipeline_1,unroll,1.25,1.0,True
stencil3d_4840.c,xcu200-fsgd2104-2-e,3.33,0.07386606,515,1,35,8,14,pipeline_1,pipeline,unroll_8,unroll_2,pipeline_1,unroll,pipeline_1,unroll,unroll,14.5,1.0,True
stencil3d_4841.c,xcu200-fsgd2104-2-e,3.33,0.10895094,50,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll,pipeline,pipeline_1,unroll,1.0,1.0,True
stencil3d_4842.c,xcu200-fsgd2104-2-e,3.33,0.07386606,507,1,35,8,14,pipeline_1,pipeline,unroll_8,unroll_2,pipeline,unroll,pipeline_1,unroll,unroll,14.5,1.0,True
stencil3d_4843.c,xcu200-fsgd2104-2-e,3.33,0.11713608,56,1,1,1,1,unroll,pipeline,unroll_8,unroll_2,pipeline_1,unroll,pipeline_1,pipeline_1,unroll_4,1.0,0.8524388979069032,False
stencil3d_4844.c,xcu200-fsgd2104-2-e,3.33,0.07401924,323,1,36,9,13,pipeline_1,pipeline,unroll_8,pipeline,pipeline,unroll,pipeline_1,pipeline_1,unroll,14.75,0.5312245875986121,False
stencil3d_4845.c,xcu200-fsgd2104-2-e,3.33,0.07386606,552,1,35,8,14,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,unroll_2,pipeline_1,unroll,unroll,14.5,1.0,True
stencil3d_4846.c,xcu200-fsgd2104-2-e,3.33,0.24507135,393,1,1,1,3,pipeline_1,pipeline,unroll_8,unroll_4,pipeline,unroll_4,pipeline_1,unroll,unroll_4,1.5,0.1395925057326733,False
stencil3d_4847.c,xcu200-fsgd2104-2-e,3.33,0.07383942,1219,1,60,14,25,pipeline_1,pipeline,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll,unroll,25.0,1.0,True
stencil3d_4850.c,xcu200-fsgd2104-2-e,3.33,0.11627361,39,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,pipeline,unroll_2,pipeline,pipeline_1,unroll,1.0,0.8602615116904015,False
stencil3d_4851.c,xcu200-fsgd2104-2-e,3.33,0.11627361,42,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,pipeline,unroll_8,pipeline,pipeline_1,unroll,1.0,0.8602615116904015,False
